window,id,circadian,color,frame,occupant,treatment,objects,signage,notable,special,master
window-0892,w-1113,AWAKE,amber,double-hung,,,figurine|vase,,Silhouetted figurines and a trophy perch on a sill above shelves of bowls in warm amber light.,,WINDOWSTACK2026_10_0006_windows-09389.png
window-0893,w-1114,AWAKE,amber,double-hung,,,plants,,Silhouetted plants and a macrame hanger glow against a deep amber backlit interior.,,WINDOWSTACK2026_10_0007_windows-09363.png
window-0894,w-1115,AWAKE,brown,double-hung,,curtains,poster|sign|books|signage,I ❤ NY ICE OFF OUR STREETS!,"Handmade protest signs reading ""ICE OFF OUR STREETS!"" and ""I ❤ NY"" face the street.",,WINDOWSTACK2026_10_0008_windows-09361-3.png
window-0895,w-1116,AWAKE,brown,double-hung,,venetian blinds,framed art|books,,A half-raised venetian blind reveals a warm-lit wall with a colorful landscape painting above books.,,WINDOWSTACK2026_10_0009_windows-09357.png
window-0896,w-1117,AWAKE,amber,double-hung,,roller shade,ceiling fixture|flowers|vase|plants,,Teal-painted window frame with hanging bags and a small flower arrangement on the sill under warm ceiling light.,,WINDOWSTACK2026_10_0010_windows-09359.png
window-0897,w-1118,AWAKE,pink,double-hung,,,bonsai|plants,,A bonsai tree glows beneath a moody pink-purple light behind the lower pane.,yes,WINDOWSTACK2026_10_0011_windows-09353.png
window-0898,w-1119,AWAKE,brown,double-hung,cat,venetian blinds,lamp,,A cat's dark silhouette shows through the partially raised blinds of the upper sash beside a lamp.,,WINDOWSTACK2026_10_0012_windows-09351.png
window-0899,w-1120,AWAKE,amber,double-hung,,curtains,lamp,,A tilted lampshade casts a warm amber glow over the upper sash of an otherwise dim room.,,WINDOWSTACK2026_10_0013_windows-09350.png
window-0900,w-1122,AWAKE,orange,double-hung,ghoul,,plants|holiday decoration|figurine,,A hanging ghost decoration silhouetted against a glowing orange interior gives a playful Halloween mood.,,WINDOWSTACK2026_10_0015_windows-09348.png
window-0901,w-1123,AWAKE,amber,paned grid,,,,,A small silhouetted figurine sits on the sill against a glowing amber light.,,WINDOWSTACK2026_10_0016_windows-09346.png
window-0902,w-1124,AWAKE,black,double-hung,,venetian blinds,plants,,The upper pane glows with warm reddish light revealing leafy plant silhouettes behind venetian blinds.,,WINDOWSTACK2026_10_0017_windows-09347.png
window-0903,w-1125,AWAKE,amber,double-hung,,frosted glass,,,"A frosted, amber-glowing pane with dark blurred shapes silhouetted along the lower sash.",,WINDOWSTACK2026_10_0001_windows-09423-3.png
window-0904,w-1126,AWAKE,amber,double-hung,,,books,,A warm amber glow silhouettes a cluster of stacked books on the sill.,,WINDOWSTACK2026_10_0002_windows-09423-2.png
window-0905,w-1127,AWAKE,amber,casement,,venetian blinds,lamp|plants,,A glowing lamp behind venetian blinds silhouettes potted plants on the sill in warm amber light.,,WINDOWSTACK2026_10_0000_windows-09402.png
window-0906,w-1128,AWAKE,amber,other,,,plants|holiday decoration,,A glowing star ornament hangs above a silhouetted potted plant in warm amber light.,,WINDOWSTACK2026_10_0001_windows-09403.png
window-0907,w-1129,ASLEEP,brown,double-hung,,,flag,,"An American flag hangs behind the glass, dimly lit and muted in tone.",,WINDOWSTACK2026_10_0002_windows-09409.png
window-0908,w-1130,ASLEEP,brown,double-hung,,roller shade,flag,,An American flag tapestry fills the window behind a peeling cream-painted double-hung frame.,yes,WINDOWSTACK2026_10_0003_windows-09407.png
window-0909,w-1131,AWAKE,amber,paned grid,cat,,ceiling fixture,,A silhouetted cat sits beneath a glowing ceiling light in an amber-saturated paned window.,,WINDOWSTACK2026_10_0004_windows-09413.png
window-0910,w-1132,AWAKE,orange,double-hung,ghoul,roller shade,plants,,A pumpkin and a glowing lamp sit on the sill beneath a red-and-amber shaded upper pane.,,WINDOWSTACK2026_10_0005_windows-00602.png
window-0911,w-1133,AWAKE,amber,double-hung,,,plants,,Lush leafy plants silhouetted against a glowing amber interior behind a peeling-film window.,,WINDOWSTACK2026_10_0006_windows-00600.png
window-0912,w-1134,AWAKE,amber,double-hung,,venetian blinds,plants,,A potted plant sits on the sill below half-drawn venetian blinds bathed in warm amber light.,,WINDOWSTACK2026_10_0007_windows-00599.png
window-0913,w-1135,AWAKE,amber,double-hung,,curtains,lamp,,A warm amber lamp glows softly behind tab-top burlap curtains.,,WINDOWSTACK2026_10_0008_windows-00598.png
window-0914,w-1136,AWAKE,amber,paned grid,,sheer curtains,sign|signage,ola,A warm amber-lit window with sheer curtains and a vintage Coca-Cola sign visible inside.,,WINDOWSTACK2026_10_0009_windows-00595.png
window-0915,w-1137,AWAKE,amber,double-hung,,roller shade,lamp,,A silhouetted lamp glows against a richly amber-lit shade in a classic double-hung window.,,WINDOWSTACK2026_10_0010_windows-00594.png
window-0916,w-1138,AWAKE,amber,double-hung,,roller shade,plants,,Silhouetted potted plants line the sill against a warm amber glow.,,WINDOWSTACK2026_10_0011_windows-00397.png
window-0917,w-1139,AWAKE,amber,double-hung,,,lamp|air conditioner,,A glowing amber window with a silhouetted lamp and a window-mounted air conditioner.,,WINDOWSTACK2026_10_0011_windows-00596.png
window-0918,w-1140,AWAKE,amber,double-hung,,sheer curtains,plants,,A silhouetted potted plant rests against warm glowing sheer curtains framed like a film strip.,,WINDOWSTACK2026_10_0012_windows-00592.png
window-0919,w-1141,AWAKE,orange,double-hung,,roller shade,plants,,Silhouetted houseplants crowd both panes against a deep amber-orange interior glow.,,WINDOWSTACK2026_10_0013_windows-00593.png
window-0920,w-1142,AWAKE,red,paned grid,,curtains,,,"A dark paned window glowing red below and amber above, split into bold color blocks.",,WINDOWSTACK2026_10_0014_windows-00591.png
window-0921,w-1143,AWAKE,orange,double-hung,,sheer curtains,lamp|plants,,A warm amber interior glows behind sheer curtains with a tasseled ornament and silhouetted plants below.,,WINDOWSTACK2026_10_0015_windows-00590.png
window-0922,w-1144,ASLEEP,black,paned grid,,,bottle|poster,,A draped red fabric garland and chalk-like drawings animate an otherwise dark industrial paned window.,,WINDOWSTACK2026_10_0016_windows-00481.png
window-0923,w-1146,AWAKE,amber,double-hung,,roller shade,lamp|plants|bottle,,A cat-shaped silhouette sits among backlit plants in a glowing amber three-pane window.,yes,WINDOWSTACK2026_10_0018_windows-00503.png
window-0924,w-1147,AWAKE,gray,paned grid,,,,,A multi-paned industrial window covered in scrawled graffiti tags glowing dimly from within.,,WINDOWSTACK2026_10_0019_windows-00510.png
window-0925,w-1148,AWAKE,blue,paned grid,,,,,A grid of frosted blue panes covered in scratched graffiti scrawls glows coldly against pure black.,yes,WINDOWSTACK2026_10_0020_windows-00509.png
window-0926,w-1149,AWAKE,blue,paned grid,,security,,,A wire-mesh security gate over a paned window covered in scrawled graffiti tags glowing cool blue.,,WINDOWSTACK2026_10_0021_windows-00508.png
window-0927,w-1150,AWAKE,amber,paned grid,,security,,,"A wire-mesh covered paned window glows amber behind dim, indistinct silhouetted shapes.",yes,WINDOWSTACK2026_10_0022_windows-00506.png
window-0928,w-1151,AWAKE,magenta,other,,curtains,neon sign|signage,SELFORMER PILATES SUITE 211,A glowing magenta neon Selformer Pilates sign fills the entire window.,,WINDOWSTACK2026_10_0023_windows-09273.png
window-0929,w-1152,AWAKE,blue,double-hung,,sheer curtains,framed art,,A warm flame-like glow peeks through a translucent blue curtain above a cluttered sill.,,WINDOWSTACK2026_10_0024_windows-09275.png
window-0930,w-1153,AWAKE,amber,double-hung,,sheer curtains,lamp|plants|furniture,,A potted plant on the sill glows beside a warm interior lamp behind sheer curtains.,,WINDOWSTACK2026_10_0025_windows-09279.png
window-0931,w-1154,AWAKE,white,double-hung,,,neon sign|sign|signage,SUCKADELIC,"A glowing magenta ""SUCKADELIC"" sign with a Rebel Alliance-style emblem lights an otherwise empty white window.",,WINDOWSTACK2026_10_0026_windows-08875.png
window-0932,w-1155,AWAKE,orange,other,,roller shade,plants,,A glowing amber-orange shade fills a dark weathered frame with a small plant silhouetted at the sill.,,WINDOWSTACK2026_11_0000_windows-01845-3.png
window-0933,w-1156,AWAKE,amber,other,,,plants,,A glowing amber pane with a small plant silhouetted against the warm light.,,WINDOWSTACK2026_11_0001_windows-01845-2.png
window-0934,w-1157,AWAKE,orange,other,,,plants,,"A glowing amber-orange void framed in dark wood, with small plants huddled on the sill.",,WINDOWSTACK2026_11_0002_windows-01845.png
window-0935,w-1158,AWAKE,orange,double-hung,,,plants|flowers,,A dried flower bundle hangs from a hook against a glowing amber-orange interior.,,WINDOWSTACK2026_11_0003_windows-01853.png
window-0936,w-1159,AWAKE,amber,paned grid,,roller shade,,,A multi-paned window glowing with deep amber light through partially drawn shades.,,WINDOWSTACK2026_11_0004_windows-01841.png
window-0937,w-1160,AWAKE,amber,paned grid,,,books|plants,,Stacks of books glow amber behind a dark-framed window draped with overhanging branches.,yes,WINDOWSTACK2026_11_0005_windows-01843.png
window-0938,w-1161,AWAKE,amber,paned grid,,,plants|vase,,A silhouetted amphora-shaped vase and a leafy plant glow against a saturated amber-lit eight-pane window.,,WINDOWSTACK2026_11_0006_windows-01839.png
window-0939,w-1163,AWAKE,amber,paned grid,,,plants|vase,,Two dark ceramic urns flank a leafy plant on the sill of a warmly lit eight-pane window.,,WINDOWSTACK2026_11_0008_windows-01838.png
window-0940,w-1164,ASLEEP,black,paned grid,ghoul,,,,"A small white ghost figure peers from the lower pane of a dark, mostly unlit paned window.",,WINDOWSTACK2026_11_0009_windows-01837.png
window-0941,w-1165,AWAKE,amber,paned grid,,venetian blinds,plants,,Silhouetted vines climb across a warmly glowing paned window with blinds drawn behind.,,WINDOWSTACK2026_11_0010_windows-01804.png
window-0942,w-1166,AWAKE,black,other,,,neon sign|sign|signage,TAROT PALM,A glowing red neon sign reading TAROT PALM frames an illustrated palmistry hand.,,WINDOWSTACK2026_11_0011_windows-01803.png
window-0943,w-1167,ASLEEP,pink,other,,,poster|sign|signage,EMSCULPT SCULPT AND TONE ARMS AND LEGS,A glowing EMSCULPT body-sculpting advertisement fills the entire window with a pinkish cast.,,WINDOWSTACK2026_11_0012_windows-01836.png
window-0944,w-1168,AWAKE,orange,casement,,security,glassware,,A glowing red light source sits below shelves bathing the barred window in fiery orange and red.,,WINDOWSTACK2026_11_0013_windows-01799.png
window-0945,w-1169,AWAKE,orange,paned grid,,,plants,,Silhouetted climbing vines drape across a paned window glowing intense orange.,,WINDOWSTACK2026_11_0014_windows-01797.png
window-0946,w-1170,AWAKE,orange,paned grid,,venetian blinds,string lights|air conditioner,,"Multicolored string lights drape across paned glass over warm venetian blinds, glowing festively in the dark.",,WINDOWSTACK2026_11_0015_windows-01794.png
window-0947,w-1171,AWAKE,orange,paned grid,,,string lights|air conditioner,,Multicolored string lights drape across an amber-glowing paned window above an air conditioner.,,WINDOWSTACK2026_11_0016_windows-01795.png
window-0948,w-1172,AWAKE,amber,double-hung,,,,,A silhouetted dreamcatcher hangs against a glowing amber window.,,WINDOWSTACK2026_11_0017_windows-01793.png
window-0949,w-1173,AWAKE,red,double-hung,,roller shade,ceiling fixture,,"A glowing ceiling fixture bathes the entire window in an intense, eerie red.",,WINDOWSTACK2026_11_0018_windows-01791.png
window-0950,w-1174,AWAKE,brown,double-hung,,,lamp,,"A dim amber interior glows faintly behind mostly darkened glass, with a lamp silhouette at the sill.",,WINDOWSTACK2026_11_0019_windows-01789.png
window-0951,w-1175,AWAKE,amber,paned grid,,,plants|furniture,,"A musician's room silhouetted behind glass, with drums, guitar and a fan glowing amber.",,WINDOWSTACK2026_11_0020_windows-01788.png
window-0952,w-1176,AWAKE,amber,double-hung,,,bottle|plants,,Climbing vines silhouetted against a warm amber glow with a row of colorful glass bottles on the sill.,,WINDOWSTACK2026_11_0021_windows-01785.png
window-0953,w-1177,AWAKE,amber,double-hung,,curtains,flowers|vase|plants,,A vase of white lilies silhouetted against a glowing amber interior.,,WINDOWSTACK2026_11_0022_windows-01782.png
window-0954,w-1178,AWAKE,amber,other,,roller shade,books,,A glowing amber roller shade fills the frame above a row of book spines silhouetted along the sill.,,WINDOWSTACK2026_11_0023_windows-01781.png
window-0955,w-1179,AWAKE,orange,double-hung,,roller shade,lamp|books|figurine,,A small Buddha figurine sits silhouetted among stacked books against a glowing amber roller shade.,,WINDOWSTACK2026_11_0024_windows-01779.png
window-0956,w-1180,AWAKE,amber,double-hung,,roller shade,books,,A row of book silhouettes lines the sill against a glowing amber roller shade.,,WINDOWSTACK2026_11_0025_windows-01780.png
window-0957,w-1181,AWAKE,blue,arched,,,neon sign|signage,Pabst Michelob ULTRA,"Two beer neon signs glow in an arched window, a red-and-blue Pabst above a white Michelob Ultra.",,WINDOWSTACK2026_11_0026_windows-01773.png
window-0958,w-1182,AWAKE,black,arched,,security,neon sign|signage,Sauza,A glowing Sauza neon sign above a yellow neon figure behind a dark arched window.,,WINDOWSTACK2026_11_0027_windows-01776.png
window-0959,w-1183,AWAKE,black,arched,,security,neon sign|signage,Shiner BOCK,Two glowing neon signs — a baseball logo and a Shiner Bock beer sign — behind an arched barred window.,,WINDOWSTACK2026_11_0028_windows-01775.png
window-0960,w-1184,ASLEEP,brown,paned grid,,curtains,books,,A row of books lines the lower sill behind a wooden paned window glowing warmly.,,WINDOWSTACK2026_11_0029_windows-01770.png
window-0961,w-1185,AWAKE,amber,paned grid,,,plants|bottle|air conditioner,,A large bird-of-paradise plant silhouetted against a warm interior with bottles lined up on the sill.,,WINDOWSTACK2026_11_0030_windows-01769.png
window-0962,w-1186,AWAKE,red,paned grid,,,neon sign|string lights|signage,,A glowing red neon sign with arrow shapes fills a multi-paned window in deep darkness.,,WINDOWSTACK2026_11_0031_windows-01768.png
window-0963,w-1187,AWAKE,magenta,paned grid,,,grow light,,A magenta grow light radiating star-like flares dominates this intensely pink-glowing window.,,WINDOWSTACK2026_11_0032_windows-01767.png
window-0964,w-1189,AWAKE,brown,other,,,,,A pale dress hangs alone on a hanger in a dim warm-lit window.,,WINDOWSTACK2026_11_0034_windows-01766.png
window-0965,w-1190,AWAKE,amber,double-hung,,,,,"A foggy, condensation-streaked window glows amber with a bright interior light source low in the lower pane.",,WINDOWSTACK2026_11_0035_windows-01763.png
window-0966,w-1191,AWAKE,orange,double-hung,,roller shade,,,A silhouetted horse figurine stands against a glowing amber-orange interior.,,WINDOWSTACK2026_11_0036_windows-01761.png
window-0967,w-1192,AWAKE,brown,paned grid,,sheer curtains,,,Butterfly decals scatter across the glass against amber sheer curtains.,,WINDOWSTACK2026_11_0037_windows-01760.png
window-0968,w-1193,AWAKE,amber,storefront,,,figurine|vase,,A warmly lit display case crammed with curious ceramic figures and a wigged mannequin head.,,WINDOWSTACK2026_11_0038_windows-01756.png
window-0969,w-1194,AWAKE,amber,other,,roller shade,,,Two dark silhouetted objects hang against a softly glowing amber shade.,,WINDOWSTACK2026_11_0039_windows-01758.png
window-0970,w-1195,AWAKE,amber,paned grid,,venetian blinds,bottle|glassware,,"Warm amber light filters through venetian blinds behind a paned window, silhouetting bottles and a wine glass on the sill.",,WINDOWSTACK2026_11_0040_windows-01754.png
window-0971,w-1196,AWAKE,amber,paned grid,,,vase|flowers|figurine|plants,,A warm amber-lit windowsill holds a vase of tulips and small figurines silhouetted against a glowing interior.,,WINDOWSTACK2026_11_0041_windows-01753.png
